arch,img_type,img_size,test_mae,test_rmse,test_r2,val_rmse_best,num_params,timestamp
resnet50,original,224,6.145184516906738,11.306258529398386,0.9982784390449524,12.381808787199608,23510081,20260510_130805
resnet50,original,256,6.417949199676514,12.217326283742999,0.99798983335495,12.490936655637809,23510081,20260510_130805
resnet50,original,320,7.388491630554199,12.58527492339603,0.9978669285774231,13.511950819234292,23510081,20260510_130805
resnet50,rectangular,224,4.692203044891357,9.847206501902622,0.998694121837616,10.981070095926906,23510081,20260510_130805
resnet50,rectangular,256,6.570333480834961,11.392671712552767,0.9982520341873169,12.66812232504042,23510081,20260510_130805
resnet50,rectangular,320,7.067826747894287,11.97973001675806,0.9980672597885132,12.755630147659001,23510081,20260510_130805
