arch,img_type,img_size,test_mae,test_rmse,test_r2,val_rmse_best,num_params,timestamp
efficientnet_b0,original,224,8.16183090209961,13.509825909987295,0.9975420236587524,13.70214895950261,4008829,20260510_151224
efficientnet_b0,original,256,10.51590347290039,16.878733130187175,0.9961633086204529,17.66204965588295,4008829,20260510_151224
efficientnet_b0,original,320,8.78995132446289,13.801078665773455,0.9974349141120911,14.692298916811403,4008829,20260510_151224
efficientnet_b0,rectangular,224,9.977672576904297,14.738120775034115,0.9970747828483582,15.86746782048666,4008829,20260510_151224
efficientnet_b0,rectangular,256,6.603283405303955,11.420807544596096,0.9982433915138245,12.011116600760744,4008829,20260510_151224
efficientnet_b0,rectangular,320,6.1440887451171875,11.209054992208726,0.9983079433441162,12.557820373737734,4008829,20260510_151224
