arch,img_type,img_size,test_mae,test_rmse,test_r2,val_rmse_best,num_params,timestamp
mobilenet_v3_small,original,224,9.893903732299805,16.470501048394254,0.996346652507782,16.775810738314092,1518881,20260510_130727
mobilenet_v3_small,original,256,9.14824104309082,15.206760328629594,0.9968857765197754,15.373745998943754,1518881,20260510_130727
mobilenet_v3_small,original,320,9.257411003112793,15.063901970542858,0.996944010257721,15.316640364188826,1518881,20260510_130727
mobilenet_v3_small,rectangular,224,9.911689758300781,16.193294239292772,0.9964686036109924,16.296733617855086,1518881,20260510_130727
mobilenet_v3_small,rectangular,256,9.49480152130127,15.67354714019946,0.9966916441917419,16.333561071767427,1518881,20260510_130727
mobilenet_v3_small,rectangular,320,8.255529403686523,13.12974767647313,0.9976783990859985,13.96230254413592,1518881,20260510_130727
